order_id,order_date,ship_date,ship_mode
CA-2014-105249,2017-04-16,2017-04-18,Same Day
CA-2015-113523,2017-04-16,2017-04-18,Standard Class
CA-2017-117821,2016-02-25,2016-02-27,Standard Class
CA-2017-164378,2014-11-04,2014-11-08,Second Class
CA-2017-127782,2015-06-20,2015-06-25,Standard Class
US-2016-162026,2015-06-20,2015-06-25,Same Day
CA-2016-150000,2017-08-07,2017-08-11,Standard Class
CA-2015-168529,2014-05-12,2014-05-17,Standard Class
US-2017-152569,2015-11-22,2015-11-26,Standard Class
US-2014-137680,2015-12-04,2015-12-08,Standard Class
CA-2015-103177,2014-06-08,2014-06-14,First Class
US-2016-138408,2014-08-08,2014-08-11,Second Class
CA-2017-117667,2014-05-26,2014-05-30,Standard Class
CA-2016-110982,2015-04-17,2015-04-21,First Class
CA-2016-147123,2015-04-17,2015-04-21,First Class
CA-2017-154501,2015-04-17,2015-04-21,Standard Class
CA-2017-166933,2015-04-17,2015-04-21,Standard Class
CA-2015-142055,2015-04-17,2015-04-21,First Class
CA-2015-137106,2016-06-11,2016-06-13,Standard Class
CA-2017-136609,2016-03-11,2016-03-15,Standard Class
CA-2017-160885,2016-03-11,2016-03-15,Standard Class
US-2016-167472,2014-05-26,2014-05-29,First Class
CA-2015-120551,2017-10-12,2017-10-14,Standard Class
US-2017-150595,2017-10-12,2017-10-14,Standard Class
CA-2016-134936,2017-06-22,2017-06-28,Standard Class
CA-2017-102967,2017-06-22,2017-06-28,Standard Class
CA-2017-151008,2017-06-22,2017-06-28,First Class
CA-2014-159800,2017-01-15,2017-01-18,First Class
US-2014-159618,2017-01-15,2017-01-18,Standard Class
CA-2017-116113,2015-04-02,2015-04-07,Second Class
CA-2015-125066,2015-04-02,2015-04-07,Standard Class
US-2015-114741,2015-04-02,2015-04-07,Standard Class
CA-2017-133263,2016-09-03,2016-09-10,Second Class
CA-2017-157966,2017-12-10,2017-12-12,Same Day
CA-2014-151162,2016-11-22,2016-11-26,Standard Class
CA-2016-136686,2017-11-11,2017-11-18,Standard Class
CA-2017-137498,2016-10-21,2016-10-25,Second Class
CA-2017-163818,2015-12-21,2015-12-25,Standard Class
CA-2016-161158,2015-07-17,2015-07-19,Standard Class
CA-2014-116673,2017-04-30,2017-05-05,Second Class
CA-2017-105333,2017-04-30,2017-05-05,Standard Class
CA-2015-149993,2017-05-06,2017-05-08,First Class
CA-2014-168158,2017-11-20,2017-11-27,Standard Class
CA-2016-115224,2016-11-11,2016-11-16,Second Class
CA-2014-164742,2016-11-05,2016-11-10,Second Class
US-2017-108014,2016-10-09,2016-10-15,Standard Class
CA-2017-160325,2015-09-21,2015-09-23,Same Day
CA-2015-159779,2015-09-21,2015-09-23,Standard Class
CA-2017-151176,2014-12-02,2014-12-06,Standard Class
CA-2014-108903,2014-12-02,2014-12-06,Same Day
CA-2016-117919,2014-12-02,2014-12-06,Second Class
CA-2015-142475,2014-09-21,2014-09-22,Standard Class
CA-2016-134516,2014-09-21,2014-09-22,Standard Class
CA-2017-105193,2014-09-21,2014-09-22,Standard Class
CA-2015-168634,2014-04-12,2014-04-17,Standard Class
CA-2017-117198,2014-04-12,2014-04-17,Standard Class
CA-2015-145828,2014-04-12,2014-04-17,First Class
CA-2017-121027,2014-04-12,2014-04-17,Standard Class
CA-2016-147431,2017-10-20,2017-10-27,Standard Class
CA-2016-158001,2017-10-20,2017-10-27,Standard Class
CA-2017-125745,2017-10-20,2017-10-27,Standard Class
CA-2015-101154,2016-10-25,2016-10-28,First Class
US-2016-124163,2015-11-01,2015-11-04,Standard Class
CA-2016-121748,2017-11-03,2017-11-08,Second Class
CA-2014-126683,2015-05-12,2015-05-16,Second Class
CA-2017-148810,2015-05-12,2015-05-16,Standard Class
US-2016-146066,2015-09-07,2015-09-11,Second Class
CA-2014-127614,2015-07-25,2015-07-27,Standard Class
CA-2016-101742,2015-07-25,2015-07-27,Second Class
CA-2015-134943,2015-07-25,2015-07-27,First Class
CA-2017-123022,2015-07-25,2015-07-27,Standard Class
CA-2017-113208,2015-11-16,2015-11-18,Standard Class
CA-2014-154893,2015-11-16,2015-11-18,Standard Class
CA-2014-147900,2015-11-16,2015-11-18,Standard Class
CA-2017-106355,2015-11-16,2015-11-18,First Class
CA-2016-127985,2015-11-16,2015-11-18,Second Class
CA-2015-166604,2015-09-01,2015-09-08,Second Class
CA-2017-120719,2015-09-01,2015-09-08,First Class
CA-2017-127117,2015-09-01,2015-09-08,Standard Class
CA-2015-104241,2015-09-01,2015-09-08,Standard Class
CA-2017-168179,2016-05-05,2016-05-08,Standard Class
CA-2017-142342,2016-05-05,2016-05-08,Second Class
CA-2017-109099,2016-12-31,2017-01-05,Standard Class
US-2014-134187,2017-09-18,2017-09-20,Standard Class
CA-2016-145261,2017-09-18,2017-09-20,First Class
CA-2016-108875,2014-09-25,2014-09-30,Standard Class
CA-2016-141957,2014-09-25,2014-09-30,Same Day
CA-2016-142405,2014-09-25,2014-09-30,Standard Class
CA-2015-141012,2014-09-25,2014-09-30,Second Class
CA-2017-127922,2016-04-23,2016-04-26,Standard Class
CA-2016-146318,2016-04-23,2016-04-26,Standard Class
CA-2014-135993,2016-04-23,2016-04-26,Standard Class
CA-2014-126802,2014-11-01,2014-11-05,Standard Class
CA-2016-143924,2014-11-01,2014-11-05,Standard Class
CA-2016-141551,2017-01-26,2017-01-31,Standard Class
CA-2014-164315,2017-01-26,2017-01-31,Standard Class
CA-2015-131072,2017-11-11,2017-11-16,Same Day
CA-2014-131541,2017-11-11,2017-11-16,Same Day
CA-2015-119550,2017-11-11,2017-11-16,Standard Class
US-2015-138093,2016-06-09,2016-06-12,Standard Class
CA-2016-126165,2015-09-03,2015-09-08,Second Class
CA-2017-126123,2014-03-14,2014-03-19,Standard Class
CA-2016-143441,2017-08-31,2017-09-04,Same Day
CA-2017-148320,2017-03-23,2017-03-27,Standard Class
CA-2016-125661,2017-05-18,2017-05-22,First Class
US-2014-123519,2016-12-27,2016-12-31,Standard Class
CA-2014-155593,2017-11-17,2017-11-20,Standard Class
CA-2017-136000,2017-09-10,2017-09-15,Second Class
US-2015-160857,2017-04-08,2017-04-15,Standard Class
CA-2017-115805,2017-04-08,2017-04-15,Same Day
US-2014-143707,2016-11-28,2016-12-03,Standard Class
CA-2017-116939,2016-06-02,2016-06-05,Standard Class
CA-2015-124107,2017-12-17,2017-12-22,Second Class
CA-2017-126550,2016-03-19,2016-03-21,Second Class
CA-2015-138674,2016-03-19,2016-03-21,First Class
CA-2016-165820,2017-08-20,2017-08-20,Standard Class
CA-2014-103191,2017-07-25,2017-07-31,Standard Class
CA-2015-103933,2016-08-26,2016-08-29,First Class
CA-2015-110548,2016-08-15,2016-08-17,Standard Class
CA-2017-117324,2017-05-19,2017-05-23,Standard Class
CA-2017-143574,2017-05-19,2017-05-23,First Class
CA-2014-111773,2017-05-19,2017-05-23,Standard Class
CA-2014-148614,2017-05-19,2017-05-23,Standard Class
CA-2017-156139,2017-08-12,2017-08-17,Standard Class
US-2017-147886,2017-08-13,2017-08-13,First Class
CA-2016-113733,2017-08-13,2017-08-13,Standard Class
CA-2017-104913,2017-08-13,2017-08-13,Standard Class
CA-2014-145800,2017-08-13,2017-08-13,Standard Class
CA-2016-125850,2016-11-10,2016-11-12,Standard Class
CA-2016-118514,2016-11-10,2016-11-12,Standard Class
CA-2015-150749,2017-06-12,2017-06-19,Second Class
CA-2014-163748,2014-03-22,2014-03-26,Standard Class
CA-2015-119634,2014-03-22,2014-03-26,Standard Class
CA-2015-149300,2017-06-15,2017-06-20,First Class
US-2016-111528,2017-11-16,2017-11-22,Same Day
CA-2017-158169,2017-12-29,2017-12-31,First Class
CA-2015-162047,2016-01-21,2016-01-23,First Class
CA-2015-117772,2016-01-21,2016-01-23,Second Class
US-2014-126340,2016-01-15,2016-01-19,Standard Class
CA-2016-149685,2016-01-15,2016-01-19,Standard Class
CA-2017-126396,2016-01-15,2016-01-19,Second Class
CA-2015-154900,2016-09-19,2016-09-23,Standard Class
CA-2015-103835,2016-09-19,2016-09-23,Standard Class
CA-2015-158939,2014-02-21,2014-02-25,Standard Class
CA-2016-117408,2016-11-11,2016-11-16,Standard Class
CA-2016-142398,2016-01-30,2016-02-03,Standard Class
CA-2016-105277,2016-10-18,2016-10-22,Standard Class
CA-2016-112060,2017-12-18,2017-12-19,Standard Class
CA-2014-105270,2017-12-18,2017-12-19,Standard Class
US-2015-159513,2017-12-18,2017-12-19,Standard Class
CA-2015-155586,2017-11-02,2017-11-06,Second Class
CA-2017-141117,2014-04-29,2014-05-01,Standard Class
CA-2017-115070,2014-04-29,2014-05-01,Second Class
CA-2017-140186,2017-10-23,2017-10-29,First Class
CA-2014-124856,2017-10-23,2017-10-29,Second Class
CA-2014-166716,2017-10-23,2017-10-29,Second Class
CA-2014-123225,2017-10-23,2017-10-29,First Class
CA-2015-163440,2014-03-30,2014-04-03,First Class
US-2017-106796,2016-01-04,2016-01-09,Standard Class
CA-2017-113873,2015-04-26,2015-04-30,Standard Class
CA-2016-149783,2015-09-12,2015-09-17,Second Class
CA-2016-125017,2015-09-12,2015-09-17,Standard Class
US-2015-163279,2017-09-11,2017-09-15,Standard Class
CA-2015-150196,2016-06-12,2016-06-17,First Class
US-2015-106495,2016-06-27,2016-07-01,First Class
CA-2014-124730,2016-06-27,2016-07-01,Same Day
CA-2017-117632,2014-09-26,2014-09-30,Standard Class
CA-2014-115056,2017-11-03,2017-11-09,Same Day
CA-2017-161067,2017-11-03,2017-11-09,Second Class
CA-2016-122063,2017-11-03,2017-11-09,Standard Class
CA-2015-111206,2017-02-19,2017-02-23,Standard Class
CA-2016-142895,2015-11-05,2015-11-09,Standard Class
CA-2015-101868,2014-06-16,2014-06-21,Standard Class
CA-2017-133207,2014-06-16,2014-06-21,Standard Class
CA-2015-132948,2014-06-16,2014-06-21,Standard Class
CA-2015-134992,2015-10-12,2015-10-17,Second Class
CA-2015-126725,2015-10-12,2015-10-17,Standard Class
CA-2015-121783,2015-10-12,2015-10-17,Standard Class
US-2014-138835,2017-08-27,2017-08-30,Standard Class
CA-2015-112214,2016-11-23,2016-11-23,Standard Class
US-2017-153255,2016-11-23,2016-11-23,Second Class
CA-2015-108119,2016-11-23,2016-11-23,Standard Class
CA-2015-157434,2017-01-30,2017-01-30,Second Class
CA-2016-101525,2015-11-30,2015-12-03,Second Class
US-2014-117968,2014-06-28,2014-07-04,Second Class
CA-2016-158211,2014-09-02,2014-09-05,Standard Class
CA-2016-152247,2014-09-02,2014-09-05,Standard Class
CA-2016-128223,2017-07-10,2017-07-14,Same Day
CA-2016-154235,2017-06-04,2017-06-10,Standard Class
CA-2017-129910,2017-10-19,2017-10-26,Standard Class
CA-2017-133095,2017-11-18,2017-11-24,Same Day
CA-2015-130554,2015-08-08,2015-08-08,First Class
CA-2014-152443,2015-08-08,2015-08-08,Standard Class
CA-2016-133319,2015-08-08,2015-08-08,Standard Class
CA-2016-133935,2016-12-06,2016-12-12,Standard Class
CA-2016-136301,2016-12-06,2016-12-12,Second Class
US-2014-109456,2016-12-06,2016-12-12,Same Day
CA-2017-151596,2016-12-06,2016-12-12,First Class
CA-2015-147879,2016-12-06,2016-12-12,Standard Class
CA-2016-166625,2016-12-06,2016-12-12,First Class
CA-2016-146157,2016-12-06,2016-12-12,Standard Class
CA-2017-159954,2017-03-25,2017-03-31,Standard Class
CA-2017-100825,2017-03-25,2017-03-31,Standard Class
CA-2014-168305,2017-03-25,2017-03-31,Standard Class
CA-2016-167682,2017-11-19,2017-11-24,Standard Class
CA-2017-108000,2017-11-19,2017-11-24,Standard Class
CA-2015-146465,2016-11-04,2016-11-05,Standard Class
CA-2016-159639,2017-12-14,2017-12-18,Standard Class
US-2017-153948,2017-12-14,2017-12-18,Same Day
US-2016-113985,2017-12-14,2017-12-18,Standard Class
CA-2016-155383,2017-11-12,2017-11-12,Standard Class
CA-2014-120432,2017-11-12,2017-11-12,Second Class
US-2015-126977,2017-11-12,2017-11-12,Standard Class
CA-2016-130288,2017-11-12,2017-11-12,Second Class
CA-2017-146458,2017-11-12,2017-11-12,Second Class
CA-2017-150420,2017-11-12,2017-11-12,Standard Class
US-2014-118997,2016-08-18,2016-08-24,Standard Class
CA-2014-114314,2017-06-27,2017-07-04,Standard Class
US-2017-169551,2017-05-04,2017-05-09,First Class
CA-2016-103107,2015-12-24,2015-12-29,Same Day
CA-2017-122077,2015-12-24,2015-12-29,Standard Class
CA-2017-112431,2017-04-26,2017-05-01,Second Class
CA-2016-151092,2017-04-26,2017-05-01,Standard Class
CA-2014-104178,2017-12-16,2017-12-21,Standard Class
CA-2015-115924,2017-12-16,2017-12-21,Second Class
CA-2017-161046,2017-12-16,2017-12-21,Same Day
US-2017-141698,2017-12-16,2017-12-21,Standard Class
US-2014-105151,2014-12-27,2014-12-31,First Class
CA-2014-155796,2014-12-27,2014-12-31,Second Class
CA-2016-127138,2017-11-06,2017-11-09,Second Class
CA-2017-150602,2017-11-06,2017-11-09,Second Class
CA-2014-140732,2017-11-06,2017-11-09,Second Class
CA-2017-119011,2017-11-06,2017-11-09,Standard Class
CA-2016-166912,2017-11-06,2017-11-09,First Class
CA-2014-141726,2017-12-16,2017-12-20,First Class
CA-2017-115105,2015-05-07,2015-05-12,Standard Class
CA-2015-143980,2015-05-07,2015-05-12,Standard Class
CA-2016-135636,2017-12-04,2017-12-04,Standard Class
CA-2017-102155,2017-10-03,2017-10-08,Standard Class
CA-2017-116953,2014-01-13,2014-01-16,First Class
CA-2014-117765,2015-06-12,2015-06-17,Standard Class
CA-2016-114895,2015-06-12,2015-06-17,Standard Class
CA-2017-112984,2014-07-12,2014-07-18,Second Class
CA-2016-163776,2014-07-12,2014-07-18,Standard Class
US-2017-163300,2014-12-06,2014-12-11,Standard Class
CA-2016-162187,2014-12-06,2014-12-11,Same Day
US-2014-112991,2016-05-25,2016-05-30,Standard Class
CA-2014-124079,2016-05-25,2016-05-30,Standard Class
US-2017-146878,2016-05-25,2016-05-30,Standard Class
CA-2017-107244,2016-02-21,2016-02-26,Standard Class
CA-2015-100657,2016-02-21,2016-02-26,Standard Class
CA-2017-129581,2016-02-21,2016-02-26,Standard Class
CA-2017-129028,2016-02-21,2016-02-26,First Class
CA-2015-135580,2016-10-02,2016-10-06,Standard Class
CA-2016-159016,2017-03-11,2017-03-17,First Class
CA-2014-102652,2016-09-09,2016-09-13,Standard Class
CA-2014-152422,2014-07-14,2014-07-21,Second Class
US-2016-156692,2014-06-21,2014-06-25,Same Day
CA-2014-130869,2014-06-21,2014-06-25,Standard Class
US-2017-128832,2014-06-21,2014-06-25,First Class
CA-2017-139717,2014-06-21,2014-06-25,Second Class
CA-2017-136007,2014-06-21,2014-06-25,Standard Class
CA-2016-157364,2014-06-21,2014-06-25,First Class
US-2016-112970,2015-07-05,2015-07-10,First Class
US-2017-152492,2017-12-16,2017-12-23,Same Day
CA-2016-101168,2016-09-08,2016-09-10,Standard Class
CA-2017-104010,2014-05-17,2014-05-21,First Class
CA-2015-130253,2017-10-13,2017-10-15,Standard Class
US-2015-155369,2014-10-24,2014-10-29,Standard Class
CA-2016-131205,2016-12-05,2016-12-06,Standard Class
CA-2017-122364,2016-07-25,2016-07-29,Standard Class
CA-2016-117912,2017-04-17,2017-04-23,Standard Class
CA-2017-145702,2017-04-17,2017-04-23,Second Class
CA-2015-113215,2017-04-17,2017-04-23,Standard Class
CA-2016-154662,2017-04-17,2017-04-23,Standard Class
CA-2015-105571,2017-04-17,2017-04-23,Standard Class
CA-2016-152765,2015-09-17,2015-09-21,First Class
CA-2015-153878,2016-08-23,2016-08-30,Standard Class
CA-2016-124016,2016-08-23,2016-08-30,Second Class
CA-2016-113551,2016-08-23,2016-08-30,First Class
CA-2014-107524,2015-11-08,2015-11-14,Standard Class
CA-2014-138072,2015-11-08,2015-11-14,Standard Class
CA-2015-134201,2015-11-08,2015-11-14,Standard Class
CA-2015-111780,2015-11-08,2015-11-14,Second Class
CA-2015-119942,2017-11-17,2017-11-23,First Class
CA-2015-151547,2015-11-08,2015-11-13,Standard Class
CA-2017-166695,2015-11-08,2015-11-13,Standard Class
CA-2017-167542,2017-04-22,2017-04-26,Standard Class
CA-2015-120901,2014-08-24,2014-08-24,Standard Class
CA-2017-121398,2017-12-17,2017-12-21,Standard Class
CA-2016-151561,2016-03-24,2016-03-28,Standard Class
CA-2017-154676,2015-09-21,2015-09-27,First Class
US-2014-165589,2015-09-21,2015-09-27,Same Day
US-2016-132577,2016-11-21,2016-11-26,Standard Class
CA-2015-114048,2017-09-16,2017-09-21,Standard Class
CA-2015-137281,2015-06-11,2015-06-16,Standard Class
US-2017-162068,2015-06-11,2015-06-16,Second Class
CA-2017-100111,2015-06-11,2015-06-16,Standard Class
US-2017-132381,2015-06-11,2015-06-16,First Class
CA-2015-147011,2015-06-11,2015-06-16,Standard Class
CA-2014-120852,2017-10-03,2017-10-08,Standard Class
CA-2016-150007,2016-05-05,2016-05-09,Standard Class
CA-2016-124590,2017-09-11,2017-09-12,Standard Class
CA-2016-133802,2017-09-11,2017-09-12,Standard Class
US-2016-113677,2017-09-11,2017-09-12,Standard Class
CA-2017-143378,2015-04-30,2015-05-02,Standard Class
CA-2017-152660,2017-11-06,2017-11-10,Standard Class
CA-2015-142139,2017-11-06,2017-11-10,Standard Class
CA-2017-145772,2014-09-30,2014-10-04,Standard Class
CA-2016-124100,2017-04-02,2017-04-04,Standard Class
US-2014-158400,2017-04-02,2017-04-04,First Class
CA-2017-162033,2017-10-06,2017-10-11,Standard Class
CA-2014-163447,2017-10-06,2017-10-11,Standard Class
CA-2017-145737,2017-10-06,2017-10-11,Standard Class
CA-2016-148096,2016-04-09,2016-04-14,First Class
CA-2016-146766,2016-04-09,2016-04-14,Same Day
CA-2015-105613,2015-08-28,2015-09-01,Standard Class
US-2016-142251,2017-10-19,2017-10-24,Second Class
CA-2014-131247,2017-10-19,2017-10-24,Standard Class
US-2015-113593,2017-10-19,2017-10-24,First Class
CA-2017-121083,2017-10-19,2017-10-24,Standard Class
CA-2017-151190,2016-11-07,2016-11-12,Standard Class
CA-2014-133543,2017-03-03,2017-03-07,Standard Class
CA-2017-105130,2015-11-27,2015-11-29,Standard Class
CA-2016-161928,2015-11-27,2015-11-29,Second Class
CA-2017-101322,2017-03-13,2017-03-18,First Class
US-2016-106600,2017-03-13,2017-03-18,First Class
CA-2014-111871,2017-03-13,2017-03-18,Second Class
CA-2017-139437,2017-03-13,2017-03-18,Standard Class
CA-2017-151484,2017-03-13,2017-03-18,First Class
CA-2016-104150,2017-11-30,2017-11-30,Second Class
CA-2016-161025,2014-11-17,2014-11-22,Standard Class
CA-2014-103989,2014-11-17,2014-11-22,First Class
CA-2015-142433,2014-11-17,2014-11-22,Standard Class
CA-2015-132815,2016-01-03,2016-01-05,Second Class
CA-2014-101266,2015-10-03,2015-10-08,Second Class
CA-2016-141523,2014-07-20,2014-07-24,Second Class
US-2014-106299,2014-07-20,2014-07-24,Standard Class
CA-2015-158421,2014-07-20,2014-07-24,Standard Class
CA-2016-143609,2014-05-21,2014-05-25,First Class
CA-2015-138331,2017-09-04,2017-09-05,Standard Class
CA-2015-138954,2017-09-04,2017-09-05,First Class
CA-2017-157903,2017-05-27,2017-06-02,Standard Class
CA-2016-157259,2017-05-27,2017-06-02,Standard Class
CA-2017-107986,2014-01-28,2014-02-03,Same Day
CA-2017-104927,2017-02-09,2017-02-14,Standard Class
CA-2017-113453,2017-02-09,2017-02-14,Standard Class
CA-2015-149909,2017-02-09,2017-02-14,Standard Class
CA-2015-146675,2017-02-09,2017-02-14,Standard Class
CA-2016-118332,2017-03-31,2017-04-02,Standard Class
CA-2016-133669,2017-03-31,2017-04-02,Standard Class
CA-2017-145660,2016-03-03,2016-03-08,First Class
CA-2016-133697,2016-03-03,2016-03-08,Second Class
CA-2017-148138,2016-03-03,2016-03-08,Standard Class
CA-2017-119809,2015-08-23,2015-08-23,Standard Class
CA-2017-149944,2015-08-23,2015-08-23,Second Class
CA-2014-128538,2015-08-23,2015-08-23,Standard Class
CA-2015-161711,2015-08-23,2015-08-23,Standard Class
US-2015-129553,2017-04-27,2017-05-01,Standard Class
CA-2016-160220,2017-04-27,2017-05-01,Standard Class
US-2017-157224,2017-04-14,2017-04-19,Second Class
CA-2017-140627,2017-04-14,2017-04-19,Standard Class
CA-2015-133445,2017-12-22,2017-12-27,Standard Class
CA-2014-148782,2017-12-22,2017-12-27,Standard Class
CA-2016-148208,2016-12-08,2016-12-12,Standard Class
CA-2017-127656,2017-03-23,2017-03-29,Standard Class
US-2017-142188,2016-07-25,2016-07-29,Same Day
CA-2016-144400,2017-07-10,2017-07-14,Standard Class
US-2016-155180,2016-07-17,2016-07-22,Standard Class
CA-2015-134075,2016-07-17,2016-07-22,Standard Class
US-2016-131912,2016-07-17,2016-07-22,Second Class
CA-2017-141572,2016-07-17,2016-07-22,Second Class
CA-2014-134621,2016-07-17,2016-07-22,Standard Class
CA-2016-165561,2016-08-23,2016-08-30,Standard Class
CA-2015-112305,2016-08-23,2016-08-30,Standard Class
CA-2017-121580,2016-08-23,2016-08-30,Standard Class
CA-2014-101147,2016-08-23,2016-08-30,First Class
CA-2014-165806,2016-08-23,2016-08-30,Same Day
CA-2015-151624,2016-08-23,2016-08-30,Standard Class
CA-2017-139444,2015-06-11,2015-06-12,Standard Class
CA-2015-133977,2015-06-11,2015-06-12,Second Class
CA-2017-141425,2015-06-11,2015-06-12,Second Class
CA-2015-133536,2015-06-11,2015-06-12,Second Class
CA-2015-150441,2015-06-11,2015-06-12,Second Class
CA-2015-162607,2015-06-11,2015-06-12,Standard Class
CA-2017-103506,2015-06-11,2015-06-12,Standard Class
CA-2016-132479,2015-06-11,2015-06-12,First Class
CA-2017-160724,2017-09-08,2017-09-12,Standard Class
US-2016-115952,2017-10-02,2017-10-06,Same Day
CA-2014-146731,2014-12-16,2014-12-17,Standard Class
CA-2015-115392,2014-12-16,2014-12-17,Second Class
CA-2017-102379,2014-12-16,2014-12-17,Standard Class
CA-2017-149706,2014-12-16,2014-12-17,First Class
US-2016-139087,2014-08-24,2014-08-26,Second Class
CA-2017-152226,2014-08-24,2014-08-26,Standard Class
CA-2015-116484,2017-11-12,2017-11-18,Standard Class
CA-2016-100944,2017-11-12,2017-11-18,Standard Class
CA-2016-125080,2017-11-12,2017-11-18,Standard Class
CA-2016-121020,2017-11-12,2017-11-18,Standard Class
CA-2014-100090,2017-11-12,2017-11-18,Standard Class
US-2015-139675,2017-11-12,2017-11-18,Second Class
CA-2017-143756,2015-04-25,2015-04-28,First Class
CA-2015-151253,2014-12-12,2014-12-12,Standard Class
CA-2014-141152,2017-09-25,2017-09-27,First Class
CA-2014-141313,2017-09-25,2017-09-27,Standard Class
CA-2014-169852,2016-09-05,2016-09-11,Standard Class
CA-2017-107314,2017-02-11,2017-02-13,First Class
US-2014-161305,2017-02-11,2017-02-13,Standard Class
CA-2017-166919,2014-06-30,2014-07-03,Standard Class
CA-2017-162712,2016-06-07,2016-06-10,Second Class
CA-2017-107552,2014-12-20,2014-12-25,Same Day
CA-2016-163328,2015-12-15,2015-12-18,Second Class
CA-2014-112837,2015-12-15,2015-12-18,Standard Class
CA-2017-120019,2015-12-15,2015-12-18,Standard Class
CA-2014-100762,2015-12-15,2015-12-18,Standard Class
CA-2017-161459,2017-07-20,2017-07-24,Second Class
CA-2017-160017,2014-08-03,2014-08-05,Standard Class
CA-2014-123316,2015-08-24,2015-08-28,Standard Class
CA-2014-141299,2015-08-24,2015-08-28,Second Class
CA-2014-104402,2016-03-26,2016-03-27,Standard Class
CA-2015-110289,2016-03-26,2016-03-27,Standard Class
CA-2014-167927,2014-09-12,2014-09-16,Standard Class
CA-2014-133305,2014-09-21,2014-09-25,Standard Class
CA-2016-165995,2014-09-21,2014-09-25,Standard Class
CA-2017-143112,2014-09-21,2014-09-25,Standard Class
US-2017-105830,2014-09-21,2014-09-25,First Class
CA-2015-146255,2014-09-21,2014-09-25,First Class
CA-2017-104822,2014-09-21,2014-09-25,Same Day
CA-2015-104486,2016-10-29,2016-10-31,Standard Class
CA-2017-161557,2016-05-28,2016-06-03,Standard Class
CA-2017-161130,2016-05-28,2016-06-03,Standard Class
US-2015-161347,2017-12-21,2017-12-26,Standard Class
US-2015-109015,2016-03-21,2016-03-28,Standard Class
CA-2014-110611,2016-03-21,2016-03-28,Standard Class
CA-2017-139080,2016-03-21,2016-03-28,Standard Class
CA-2015-115693,2017-11-11,2017-11-18,Standard Class
US-2014-107993,2017-09-23,2017-09-29,Standard Class
CA-2017-110443,2017-09-23,2017-09-29,Standard Class
CA-2017-144848,2017-09-10,2017-09-10,First Class
US-2017-147998,2017-12-05,2017-12-11,Standard Class
CA-2016-103919,2017-12-05,2017-12-11,Standard Class
CA-2016-113425,2017-12-05,2017-12-11,Same Day
CA-2017-143035,2017-11-09,2017-11-12,Second Class
CA-2014-107811,2017-11-09,2017-11-12,Standard Class
CA-2016-163216,2017-11-09,2017-11-12,First Class
US-2016-116442,2017-11-09,2017-11-12,Standard Class
CA-2017-150623,2014-11-07,2014-11-09,Standard Class
US-2014-163797,2014-11-07,2014-11-09,Standard Class
CA-2016-127236,2017-03-12,2017-03-17,Standard Class
US-2017-104661,2017-10-20,2017-10-22,First Class
CA-2014-134103,2017-10-20,2017-10-22,Standard Class
CA-2015-147529,2015-12-27,2016-01-01,Standard Class
CA-2016-129126,2017-10-02,2017-10-08,Standard Class
CA-2017-131632,2017-06-04,2017-06-08,Standard Class
CA-2017-151981,2014-09-01,2014-09-04,Standard Class
CA-2017-125472,2014-09-01,2014-09-04,First Class
CA-2015-156328,2016-08-08,2016-08-13,Standard Class
CA-2017-154074,2017-07-22,2017-07-28,Second Class
CA-2017-161774,2015-07-10,2015-07-10,First Class
CA-2017-151211,2014-12-01,2014-12-07,Standard Class
CA-2017-142671,2017-12-18,2017-12-22,Second Class
CA-2017-144750,2014-05-18,2014-05-20,Same Day
CA-2016-111976,2014-05-18,2014-05-20,Standard Class
CA-2016-140130,2014-11-10,2014-11-16,Standard Class
CA-2014-159121,2014-11-10,2014-11-16,Standard Class
CA-2015-149650,2014-11-10,2014-11-16,First Class
CA-2017-115777,2014-11-10,2014-11-16,Standard Class
CA-2016-143714,2014-11-10,2014-11-16,Standard Class
CA-2014-165764,2014-11-10,2014-11-16,Standard Class
CA-2015-121405,2016-01-09,2016-01-15,Standard Class
US-2017-116897,2016-01-09,2016-01-15,First Class
US-2017-113992,2017-09-22,2017-09-27,Standard Class
CA-2014-166891,2017-09-22,2017-09-27,First Class
CA-2016-101161,2014-12-23,2014-12-28,Standard Class
CA-2015-151785,2016-05-26,2016-06-01,Standard Class
US-2017-119816,2016-05-26,2016-06-01,Second Class
CA-2015-156510,2017-07-08,2017-07-10,Standard Class
US-2015-110261,2014-05-13,2014-05-17,Second Class
CA-2015-125710,2017-11-10,2017-11-16,Standard Class
CA-2017-161102,2017-11-10,2017-11-16,First Class
CA-2014-110065,2015-10-02,2015-10-08,Standard Class
US-2017-133361,2015-10-02,2015-10-08,First Class
US-2016-155404,2015-10-02,2015-10-08,Standard Class
CA-2015-114503,2014-10-02,2014-10-05,Standard Class
CA-2017-153080,2014-10-02,2014-10-05,Second Class
CA-2016-163804,2014-10-02,2014-10-05,Standard Class
CA-2015-108532,2014-10-02,2014-10-05,Standard Class
CA-2014-151897,2014-10-02,2014-10-05,Standard Class
CA-2016-113292,2014-10-02,2014-10-05,Second Class
CA-2014-149524,2014-10-02,2014-10-05,First Class
CA-2017-140872,2014-08-11,2014-08-16,Standard Class
CA-2017-113908,2017-09-01,2017-09-05,Standard Class
CA-2015-120621,2017-04-16,2017-04-22,Standard Class
